,data
2251,"['@modernpaper', '@alamodestuff', 'what', 'a', 'fabulous', 'photo', 'of', 'you', 'two', '!', 'it', 'looks', 'like', 'you', 'were', 'fast', 'friends', ',', 'and', 'had', 'an', 'amazing', 'time', '.']"
2252,"[""I'll"", 'be', 'gone', 'till', 'november', ',', 'but', 'I', ""ain't"", 'even', 'trippin', 'cause', 'I', 'know', 'drizzy', 'gonna', 'kill', 'em', '!']"
2253,"['@Robo_Robb', 'I', 'see', 'you', '#FF', ""'"", 'ing', 'me', '.', ':O', '(', 'Also', 'Matt', 'will', 'be', 'saying', 'thanks', 'when', 'he', ""'s"", 'at', 'home', ':P', ')']"
2254,"['Eastern', 'Bloc', '25th', ""b'day"", 'party', 'kicking', 'off', 'now', '!', 'Get', 'your', 'tweets', 'up', ',', 'using', 'the', 'tag', '#botweast']"
2255,"['@Jsmoothhh', 'it', ""'s"", 'not', 'supposed', 'to', 'rain', 'till', 'Sunday', 'night', '.']"
2256,"['RT', '@shanejoneill', ':', 'Another', 'day', 'of', 'allday', 'and', 'night', 'skating', 'starting', 'it', 'out', 'with', 'This', 'vanilla', 'iced', 'latte', 'http://plixi.com/p/45648946']"
2257,"['@SQicedragon', 'How', 'can', 'I', 'get', 'the', 'updates', '?', 'I', 'created', 'a', 'login', 'for', 'it', 'today', ',', 'will', 'it', 'let', 'me', 'know', 'automatically', 'next', 'time', '?']"
2258,"['@zombie_killer94', 'aaahh', 'sorry', 'i', 'posted', 'the', 'link', 'wrong', ':(', 'basically', 'their', 'record', 'company', 'confirmed', 'the', 'title', '&amp;', 'it', 'comes', 'out', 'nov', '23', 'XD']"
2259,"['RT', '@BuffSabresGrl63', ':', 'RT', '@LindyRuffsTie', ':', 'RT', '@FakeDarcy', ':', 'No', 'Derek', ',', 'when', 'guys', 'get', 'hurt', ',', '""', 'kissing', 'the', 'boo-boo', '""', 'will', 'not', 'make', 'it', 'better', '.', '#sab', '...']"
2260,"[""I'm"", 'pleased', 'to', 'have', 'introduced', '@TheSmokingGunn', 'to', 'twitter', '.', 'May', 'he', 'become', 'as', 'inane', 'as', 'me', '.']"
2261,"['RT', '@Desbishop', ':', 'Just', 'about', 'to', 'go', 'on', 'the', 'Late', 'Late', '.', 'After', 'some', 'angel', 'bullshit']"
2262,"['@bornofosichris', 'ok', ""I'm"", 'gonna', 'fb', 'message', 'you', 'deets', 'when', 'I', 'get', 'a', 'chance', '!']"
2263,"['Personal', 'Twitter', 'is', 'now', 'ago', '.', 'People', 'can', 'now', 'keep', 'track', 'of', 'me', 'instead', 'of', 'just', 'my', 'films', 'and', 'production', 'company', '.']"
2264,"['@aplusk', 'http://www.youtube.com/watch?v=eLMui7zBiXo', 'we', 'beat', 'kilkenny', 'after', 'they', 'beat', 'us', 'for', 'the', 'last', '4', 'years', 'in', 'the', 'hurling', '.', 'Woo', '!!!']"
2265,"['Free', 'Romeo', '&amp;', 'Julliet', 'under', 'the', 'stars', 'tonight', 'thru', 'Sunday', 'in', 'South', 'Park-', 'please', 'retweet', 'please', 'come', '!', 'http://is.gd/ff482']"
2266,"['Jackie', 'joins', 'Twitter', '50', 'years', 'after', 'JFK', 'campaign', '[', 'AP', ':', 'US', 'News', ']', 'http://bzbx.us/uEf', '#50', '#Campaign', 'via', 'buzzbox', '.', 'com']"
2267,"['#nowplaying', 'when', 'im', 'gone', 'eminem', ':)']"
2268,"['The', 'Cheap', 'and', 'Choosy', ':', 'Play', 'All', 'Day', 'Fitted', 'Diaper', 'Review', '&amp;', '$15', 'EcoMom', 'Gif', '...', 'http://t.co/OH9z9zq', 'via', '@blogger']"
2269,"['bahahah', 'i', 'think', ""i'm"", 'over', 'hyper', 'today', 'xD']"
2270,"['@nickjonas', 'I', 'just', 'have', 'to', 'say', 'that', 'the', 'photos', 'that', ""I've"", 'seen', 'of', 'you', 'and', 'Elvis', 'on', 'stage', 'yesterday', 'is', 'just', 'about', 'the', 'most', 'adorable', 'thing', 'ever', '.']"
2271,"['For', 'the', 'late', 'Friday', 'p.m.', 'crowd', '{', 'all', '3', 'of', 'you}', '!', 'On', 'the', 'blog', 'today', '...', 'Creative', 'invitation', 'wording', 'for', 'different', 'situations', '!', 'http://ow.ly/2G4Bm']"
2272,"['@soapsindepthcbs', 'Disagree', ',', 'disagree', ',', 'no', ',', 'no', '.', 'When', 'it', ""'s"", 'a', 'finale', ',', 'you', ""can't"", 'really', 'argue', 'about', 'stories/etc', '.', 'ATWT', 'went', 'out', 'great', '...', 'splendidly', '.']"
2273,"['Fellas', ""Don't"", 'just', 'lick', 'the', 'PussyY', ',', 'LOVE', 'IT', '!', 'enjoy', 'it', '.', 'like', 'u', 'just', 'got', 'married', '&amp;', 'the', 'preacher', 'said', 'u', 'may', 'kiss', 'the', 'bride']"
2274,"['@Strigy', 'got', 'mine', 'in', 'bbt', 'aintree', 'today', '.', 'Played', 'table', 'tennis', 'on', 'it', 'in', 'store', '!', 'V', 'impressed', '.', 'Did', 'you', 'get', 'analogue', 'controller', '2', '?']"
2275,"['RT', '@JeremiahBonds', ':', 'who', 'thinks', 'they', 'deserve', 'a', '#ff', 'follow', 'friday', '?', 'lol', '&lt;', '&lt;', '@Ms_GudBitch', 'Duhhh', 'Lol', ':)']"
2276,"['Very', 'bad', 'day', '.']"
2277,"['Good', 'golly', '.', 'Who', 'left', 'the', 'candy', 'in', 'the', 'lunchroom', '.', 'May', 'set', 'a', 'world', 'record', 'for', 'the', 'most', 'Sour', 'Patch', 'kids', 'eaten', 'by', 'an', 'individual', '!']"
2278,"['6', '-', 'close', 'tonight', '.', 'Its', 'gonna', 'be', 'a', 'longg', 'evening', '!']"
2279,"['Its', 'clear', 'and', '104&amp;#xB0', ';', 'F', '-', 'Humidity', ':', '7&amp;#x25', ';', '25', '-', 'Dew', 'Pnt', ':', '28&amp;#xB0', ';', 'F', '-', 'Wind', ':', 'WNW', 'at', '9mph', '-', 'Rain', 'so', 'far', 'today', ':', '0.00', '-', 'http://cvwx.com', '#wxob']"
2280,"['Takin', ""'"", 'ur', 'hapiness', 'before', 'mine']"
2281,"['The', '#Forex', 'Revolution', 'http://bit.ly/cLjJPO', 'Jump', 'onboard', 'and', 'earn', '60%', 'commission', 'today', '!', 'Hot', '#Earner', 'http://bit.ly/cL', '...', 'http://sns.ly/Kfl55']"
2282,"['@Mandiiemars', 'she', 'is', 'asleep', 'will', 'do', 'when', 'she', 'wakes', 'up', 'lol', 'i', 'already', 'miss', 'u', ':(']"
2283,"['Mmmm', 'wings', 'and', 'beer', '.', 'Damn', 'that', 'means', 'extra', 'gym', 'time', '2mar']"
2284,"['I', 'know', 'u', 'like', 'that', 'turn', 'you', 'into', 'a', 'star', 'I', 'got', 'it', 'like', 'that', 'baby', ""don't"", 'fight', 'it', 'cus', 'when', 'I', 'miss', 'your', 'call', 'I', 'hit', 'u', 'right', 'back']"
2285,"['@jacobvanhorn', ',', 'if', 'our', 'children', 'are', 'dressed', 'in', 'UT', 'gear', 'tomorrow', ',', 'you', 'will', 'be', 'sleeping', 'on', 'the', 'sofa', '.']"
2286,"['Ok', 'yall', 'work', 'day', 'over', 'Damn', 'do', 'I', 'ever', 'sleep', 'Naw', 'fuck', 'dat', 'when', 'I', 'die', ""I'll"", 'sleep', '4ever', 'until', 'than', 'sleep', 'money', ""don't"", '(', 'cont', ')', 'http://tl.gd/63b142']"
2287,"['@KaiyhaBADDass', 'for', 'you', '?', 'when', 'I', 'see', 'you', '...', 'seriously', '...']"
2288,"['On', 'My', 'Own', 'Time', '-', 'Gym', 'Class', 'Heroes']"
2289,"['argh', 'my', 'hands', 'are', 'dying', '.', 'i', 'definitely', 'need', 'to', 'take', 'gloves', 'next', 'time', '.']"
2290,"['Nothing', 'like', 'a', '3pm', 'Friday', 'meeting', '!']"
2291,"['I', 'favorited', 'a', 'YouTube', 'video', '--', 'Water', 'by', 'Testing', 'Tomorrow', 'http://youtu.be/htAM7lgcelw?a']"
2292,"['We', 'are', 'one', 'step', 'closer', 'to', 'our', 'new', 'kitchens', '.', 'We', 'chose', 'a', 'maker', 'and', 'had', 'official', 'measurements', 'taken', 'today', '!']"
2293,"['When', 'too', 'much', 'choice', 'is', 'a', 'bad', 'thing', ',', 'Joel', 'on', 'Technology', 'http://bit.ly/9KKobr']"
2294,"['Having', 'some', 'coffee', ',', 'the', 'only', 'way', ""I'll"", 'make', 'it', 'through', 'tonight', '.']"
2295,"['RT', '@TeenThings', ':', 'I', 'love', 'waking', 'up', 'in', 'the', 'middle', 'of', 'the', 'night', 'knowing', 'i', 'have', 'more', 'time', 'to', 'sleep', '.', '#teenthings', '#comedownwithlove']"
2296,"['RT', '@Eeenie_Meenie', ':', 'RT', 'if', 'you', 'are', 'happy', 'that', 'today', 'is', 'FRIDAY', '!', ':)']"
2297,"['@DanaTennille', 'that', ""'s"", 'wazzup', '.', 'congrats', 'on', 'your', 'win', 'in', 'week', '1', '.']"
2298,"[""Haven't"", 'tweeted', 'since', 'june', 'wow', '.......................', 'but', 'I', 'did', 'get', 'a', 'facebook', 'so', 'who', 'cares', 'about', 'twitter']"
2299,"['Sooo', 'I', 'jus', 'found', 'out', 'that', 'the', 'rising', 'senior', 'class', 'of', 'The', '@Oprah', 'Leadership', 'Academy', 'is', 'comin', 'to', 'my', 'skool', 'nxt', 'Saturday', 'yeeee', '!!!', ':)']"
2300,"['@Dazzx', 'I', 'think', 'you', 'may', 'have', 'mentioned', 'it', '.', 'Once', 'or', 'twice', '.', ':)']"
2301,"['i', 'see', 'some', 'ppl', 'celebrating', 'their', 'birthdays', 'like', '2-3', 'times', 'a', 'year', '...', 'WTF', '?!']"
2302,"['Am', 'thinking', 'i', 'may', 'steal', 'this', 'awesome', 'idea', 'from', '@TheFrontBurner', 'http://j.mp/dBTwTr', '.', 'I', 'think', 'it', 'would', 'be', 'awesome', 'in', 'our', 'stairwells', '!']"
2303,"['@alealshinn', '@BambingBling', '~~~', '@sunchips', 'this', 'is', 'the', 'second', 'time', 'they', 'have', 'messed', 'up', '....', 'about', 'to', 'give', 'up', 'on', 'them']"
2304,"['@KisssMyASS_', 'when', 'ya', 'birthday']"
2305,"['Working', 'at', 'my', 'old', 'office', 'tomorrow', 'to', 'catch', 'the', 'bookkeeping', 'up', '.', 'Money', 'to', 'do', 'easy', 'stuff', 'when', 'I', 'would', 'just', 'be', 'sitting', 'around', 'anyway', '?', 'Yes', 'plz', '.']"
2306,"['today', 'is', 'my', 'last', 'day', 'at', 'the', 'office', '.']"
2307,"['A', 'Hughie', ""O'Donoghue"", 'painting', ',', 'some', 'great', 'curvy', 'pots', 'and', 'intricately', 'illuminated', 'Persian', 'books', '..', 'time', 'well', 'spent', 'in', 'the', 'Fitzwilliam', '.']"
2308,"['my', 'past', 'was', 'the', 'reason', 'i', 'tried', 'to', 'kill', 'myself', 'the', 'other', 'day', ',', 'and', ""i'll"", 'gladly', 'do', 'it', 'again', '.']"
2309,"['Goin', 'to', 'my', 'BEST', 'friends', 'birthday', 'party', '2day', '.', 'As', 'u', 'can', 'see', 'her', 'name', 'is', 'taylor', 'and', 'i', 'love', 'her', 'like', 'a', 'sister', '!', '~HAPPY', 'B-DAY', 'TAYLOR', '!!!', 'LUVZ', 'YA~']"
2310,"['@itzkeving', 'im', 'getting', 'mine', 'off', 'this', 'monday', "":'"", ')']"
2311,"['I', 'wished', ""I'd"", 'school', 'tomorrow', 'so', 'I', 'could', 'get', 'outta', 'this', 'house', '.']"
2312,"['going', 'to', 'talk', 'vill', 'into', 'gettinhg', 'reach', 'today', '.', 'want', 'it', 'in', 'time', 'for', 'sundays', 'reacharound', 'gamenight']"
2313,"['@mcflysandra', 'haha', 'yes', ':)', 'have', 'to', 'go', 'speak', 'tomorrow', ':)', 'good', 'night', 'xxx']"
2314,"['RT', '@m_candelaria', ':', 'The', 'amazing', 'Follow', 'Friday', 'Train', ':', '@Sketchjobs', '@lollieshopping', '@philadelphiabn', '@elainebiss', '@TableMatters10', '@STALKmyPRETT', '...']"
2315,"['She', 'Love', 'Me', 'Long', 'Timeeeee']"
2316,"['Going', 'to', 'start', '#HelloMornings', 'on', 'Oct', '1', '-', 'Check', 'it', 'out', 'on', '@michellebygrace']"
2317,"['Bestfriend', 'HouseTonight', 'Til', 'Sunday', 'Route', '66', 'Tomarrow', 'Wit', 'The', 'Cuhzans', ',', 'Bestfriend&lt;Ride', 'Or', 'Die', '.', 'Fuxx', 'Widd', 'IHT', ""MODEL'$$"", 'Repp', ':)']"
2318,"['@AlineLemos', 'T.T', 'Ainda', 'vou', 'fazer', 'o', 'Caroleta', ""'s"", 'Day', '[', '?', ']']"
2319,"['RT', '@ThePoochStore', ':', 'One', 'reason', 'a', 'dog', 'can', 'be', 'such', 'a', 'comfort', 'when', ""you're"", 'feeling', 'blue', 'is', 'that', 'he', ""doesn't"", 'try', 'to', 'find', 'out', 'why', '.', '~Author', 'Unknown']"
2320,"['Beginning', 'what', 'I', 'hope', 'will', 'be', 'a', 'long', 'and', 'wonderful', 'relationship', 'with', 'it', ""'s"", 'always', 'sunny', '.', 'Since', 'I', 'do', 'own', 'season', '1', 'and', '2', 'on', 'DVD', 'already', '.']"
2321,"['Photo', ':', 'Travie', 'hanging', 'out', 'with', 'fans', 'at', '103.5', 'in', 'Chicago', 'today', 'http://tumblr.com/xvliuc7q5']"
2322,"['The', 'forced', 'ads', 'in', 'ngmoco', 'games', 'are', 'outstandingly', 'annoying', '!', 'Looks', 'like', 'it', ""'s"", 'time', 'to', 'delete', 'all', 'their', 'apps', 'from', 'my', 'iOS', 'devices', '!']"
2323,"['Today', 'in', 'art', 'this', 'kid', 'was', 'like', 'Are', 'you', 'going', 'to', 'homecoming', 'tonight', '?', 'Other', 'kid', ':', 'No', ',', ""I'm"", 'going', 'to', 'be', 'at', 'home', '...', 'coming', '.', 'RT', 'If', 'you', 'get', 'it', '!']"
2324,"[""I'm"", 'trying', 'to', 'figure', 'out', 'if', 'I', 'wanna', 'do', 'something', 'tonight']"
2325,"['RT', '@OMGwhatateen', ':', 'RT', 'if', 'you', 'are', 'happy', 'it', ""'s"", 'friday', '.', '#OMGwhatateen']"
2326,"['5', 'Things', 'You', 'Need', 'To', 'Do', 'Before', 'Contacting', 'A', 'Professional', 'Photographer', 'http://goo.gl/fb/I7rBo', '#inourhead']"
2327,"['Today', ""'s"", 'is', '@Elyse_D', ""'s"", 'last', 'day', 'before', 'she', 'goes', 'on', 'Maternity', 'leave', '.', 'Please', 'take', 'a', 'moment', 'to', 'wish', 'her', 'well', '.', ""We'll"", 'miss', 'you', '!!!']"
2328,"['Well', 'I', 'was', 'gonna', 'be', 'a', 'good', 'girl', 'today', 'but', '@Luscious_Liz_', 'changed', 'my', 'mine', '#FuckeryFriday', 'http://yfrog.com/mr8xqj']"
2329,"['@KrisReyes', 'Have', 'an', 'awesome', 'time', 'on', 'your', ""travels!I'll"", 'miss', 'seeing', 'u', 'on', 'CityTV', '!']"
2330,"['by', 'my', 'lonesome', 'tonight', '....', '#obsessions']"
2331,"['RT', '@cityroom', ':', 'The', 'Week', 'in', 'Pictures', 'for', 'Sept', '.', '17', 'http://nyti.ms/9SCejx']"
2332,"['RT', '@Sexstrology', ':', 'Virgos', 'need', 'to', 'learn', 'how', 'to', 'relax', 'at', 'the', 'end', 'of', 'the', 'day', '.', 'You', 'tend', 'to', 'stress', 'yourself', 'out', 'due', 'to', 'your', 'high', 'standards', '.']"
2333,"['Work', '330-1130', 'come', 'home', 'shower', 'bed', 'up', 'early', 'for', 'buckboardday', 'parade', 'then', 'sanchez', 'family', 'reunion', 'then', 'betos', 'gbye', 'party', 'so', 'much', 'for', 'a', 'day', 'off']"
2334,"['@lorymichael', 'Good', 'Night', 'and', 'God', 'Bless', '.', 'Sleep', 'well', 'honey', 'See', 'you', 'tomorrow', 'Bye', 'bye', 'I', 'love', 'you', 'dear']"
2335,"['I', 'want', '2', 'talk', '2', 'some', 'people', 'before', 'i', 'go', 'to', 'sleep', ':(', 'http://tinychat.com/welovejustinbieber']"
2336,"['USM', 'get', 'ready', 'yours', 'truly', 'tonight', 'at', 'frat', 'house', 'Hattiesburg', 'on', 'the', '1s', 'n', '2s', '!!']"
2337,"['If', 'I', 'could', 'sleep', 'well', 'tonight', 'that', 'would', 'be', 'great', 'thanks', '.']"
2338,"['Bouncing', 'my', 'ass', 'like', 'thrs', 'no', 'tomorrow']"
2339,"['I', 'KNEW', 'IT', 'RT', '@stuartwashere', ':', 'Awh', '...', '@AaronShoutNever', 'still', 'manages', 'to', 'be', 'nice', 'when', 'he', ""'s"", 'drunk', '.', ':', 'L']"
2340,"['RT', '@BomadeBeverage', '#TEAMBOMADE', 'everywhere', '!', 'today', 'from', '7-10pm', 'Golf', 'Mixer', 'at', 'Trophy', 'Club', 'Gwinnett', '3254', 'Clu', '...', 'http://schmap.it/YoLAXI?a', '&lt;', '--', 'MAP']"
2341,"['@buffystar', 'Turn', 'your', 'phone', 'off', 'tomorrow', '!']"
2342,"['What', 'fuckin', 'luck', 'walk', 'in', 'to', 'pop-eyes', 'the', 'the', 'fuckin', 'line', 'is', 'full', 'of', 'I', ""don't"", 'know', 'what', 'fuc', 'I', 'want', 'people', '.', 'By', 'the', 'time', ""I'm"", 'up', 'I', 'have', 'to', 'wait', '1']"
2343,"['About', 'online', 'dietician', ':', 'A', 'thinner', 'stool', 'than', 'usual', 'can', 'be', 'identified', 'and', 'removed', 'before', 'they', 'get', 'are', '2', 'weeks', 'ago', 'J', '...', 'http://bit.ly/cYGBdz']"
2344,"['RT', '@KdotDeeZy', ':', 'Yes', 'we', 'do', '!!!', 'Is', 'part', '2', 'in', 'the', 'making', '?', 'RT', '@GOTEMSAYNBABY', 'remember', 'when', 'i', 'was', 'on', 'twitter', 'violating', 'some', 'girl', 'in', 'the', 'summer', '?']"
2345,"['@nes1983', 'as', 'a', 'personal', 'experience', ',', 'I', 'can', 'tell', 'that', 'it', 'takes', 'a', 'day', 'before', 'you', 'can', 'form', 'hypotheses', '.', 'Many', ""don't"", 'even', 'get', 'that', 'far']"
2346,"['What', 'the', ':\\', 'after', 'tweeting', ""'"", 'monkey', 'donkey', ""'"", 'my', 'first', 'account', 'got', 'limit', '#twitterjail']"
2347,"['@rachel_luttrell', 'love', 'it', 'when', 'people', 'can', 'find', 'good', 'in', 'a', 'bad', 'situation', '.', 'Thanks', 'for', 'being', 'an', 'inspiration', 'to', 'me', 'again', '.', ':)']"
2348,"['Did', 'somebody', 'lose', 'their', 'shades', '?', 'Today', ""'s"", '#cutepic', 'winner', 'has', 'them', '!', 'http://twitpic.com/2pbm1d', 'Congrats', 'to', '@MissMarisa22', '!', '(', 'DM', 'us', 'your', 'addy', ')']"
2349,"['Hydrating', 'for', 'the', 'big', 'game', 'tomorrow', ':)']"
2350,"['Facebook', 'Job-Hunting', 'App', 'BranchOut', 'Raises', '$6', 'Million', 'From', 'Accel', 'And', 'Super', 'Angels', ':', 'When', 'you', 'want', 'to', 'hang', 'out', 'with', '...', 'http://bit.ly/aLTo95']"
2351,"['Mostly', 'clear', 'tonight', ',', 'low', '63', '(', '17', 'C)', '.', 'Sunny', 'Saturday', ',', 'high', 'near', '86', '(', '30', 'C)', '.']"
2352,"['@justinbieber', 'When', 'you', 'smile', 'I', 'smile', '...', 'seriously', 'I', 'do', '!!!!']"
2353,"['New', 'Comic', 'List', 'is', 'out', 'for', 'Next', 'Week', '(', 'September', '22', ',', '2010', ')', 'and', ""don't"", 'forget', 'to', 'stop', 'by', 'Today', 'from', '5-8pm', 'for', 'Happy', '...', 'http://fb.me/JLaJCWdu']"
2354,"['David', ""'s"", 'new', 'season', 'celery', '@OrfordMarket', 'tomorrow', ',', 'plus', 'local', 'apples', 'from', 'High', 'House', 'Farm', '=', 'mighty', 'fine', 'local', 'Waldorf', 'Salad', '.', 'Yes', 'please', '.']"
2355,"['@lovable_sin', 'OMG', 'OMG', 'OMG', '!', 'Thank', 'you', 'for', '""', 'tumblring', '""', 'it', 'to', 'me', ',', 'I', 'so', ""wasn't"", 'expecting', 'them', 'today', '.', 'OMG', '!']"
2356,"['Ugh', 'I', ""DON'T"", 'HAVE', 'MY', 'EARPHONES', 'I', 'GUESS', 'I', ""WON'T"", 'B', 'TALKING', 'AND', 'DRIVING', 'TODAY', 'LOL', '....', 'Excuses', 'Excuses', 'Excuses', 'SMH']"
2357,"['@SinfulSalvatore', '{', 'drinks', 'slowly', 'from', 'my', 'cup', 'observing', 'your', 'actions', 'before', 'clearing', 'my', 'throat', '}', 'is', '-this-', 'your', 'plans', 'for', 'today', '?']"
2358,"['Pope', 'Benedict', 'trip', ':', 'Why', 'move', 'John', 'Henry', 'Newman', 'toward', 'sainthood', '?:', 'Pope', 'Benedict', 'XVI', 'plans', 'on', 'Sunday', 'during', 'his', 'sta', '...', 'http://bit.ly/d7tM0r']"
2359,"['""', ""You'll"", 'find', 'that', 'when', 'you', 'seek', 'to', 'understand', 'first', 'you', ""won't"", 'feel', 'a', 'need', 'to', 'be', 'understood', 'as', 'much', '.""', '-@TonyGaskins']"
2360,"['RT', '@mashable', 'Our', 'Favorite', 'YouTube', 'Videos', 'This', 'Week', ':', 'The', 'Drama', 'Edition', 'http://bit.ly/9duvYG', '#SMM']"
2361,"['lalala', 'south', 'game', 'tonight', '!!!!', 'Go', 'us', '.', 'http://bit.ly/b351o9']"
2362,"['@Kianerzzz', 'showering', 'sleeping', 'and', 'tanning', 'always', 'make', 'me', 'feel', 'better', 'when', ""I'm"", 'sick', '.']"
2363,"['@leeboardman', 'and', 'three', 'points', 'on', 'sunday', '.....', 'na', 'night', '!!']"
2364,"['@bubzeh', 'What', 'are', 'you', 'up', 'to', 'today', '?']"
2365,"['EuroVPS', 'celebrates', 'its', '6', 'Year', 'Anniversary', 'with', 'special', 'Promotion', '.', 'Buy', '1', 'VPS', 'and', 'get', 'a', 'second', 'VPS', 'FREE', '!', 'http://fb.me/FZAfqgWn']"
2366,"['@DrHubaEvaluator', 'Not', 'long', 'ago', 'I', 'responded', 'to', 'a', 'angry', 'cardiologist', 'whom', 'I', 'have', 'known', 'yrs', '.', 'when', 'he', 'spit', 'venom', 'to', 'the', 'newspaper', 'but', 'I', 'did', 'it', '+']"
2367,"['HA', '!', 'RT', '@ew32766', 'I', 'love', 'it', 'when', 'my', 'mom', 'posts', 'status', 'updates', 'on', 'FB', ',', 'they', 'are', 'usually', 'personal', 'messages', 'she', 'meant', '2write', 'on', 'someone', ""'s"", 'wall', '.', ';)']"
2368,"['hmm', ',', 'I', 'always', 'get', 'a', 'bit', 'scared', 'when', 'I', 'update', 'my', 'Blackberry', '....']"
2369,"['@erutan', 'Stanford', ""'s"", 'Robert', 'Laughlin', '(', 'Nobel', 'Physics1998', ')', 'has', 'a', 'better', 'explanation', 'than', 'I', 'have', 'time', 'to', 'provide', 'rt', 'now', '.', 'http://bit.ly/9k1L4N']"
2370,"['Thanks', 'to', 'all', 'who', 'tuned', 'in', 'to', 'my', 'show', 'on', 'http://kplu.org', 'the', 'last', 'two', 'days', '.', 'Ending', 'with', 'Herbie', '&amp;', 'Freddie', '!']"
2371,"['Really', 'hope', 'I', 'can', 'get', 'to', '@glasgowfilm', 'for', 'Winter', ""'s"", 'Bone', '-', 'need', 'to', 'get', 'on', 'with', 'job', 'applications', 'tonight', 'then', '!', 'Trailer', ':', 'http://bit.ly/bhUlum']"
2372,"['RT', '@ericjohnsalut', '""', 'Good', 'Morning', '!', 'Have', 'a', 'pleasant', 'and', 'happy', 'day', '!""', 'http://dlvr.it/5Rh4w']"
2373,"['Have', 'a', 'feeling', 'my', 'phone', 'bill', 'will', 'be', 'high', 'this', 'month']"
2374,"['New', 'Dorky', 'Stuff', ':', 'Friday', 'Review', 'Rundown', '!', 'Sept', '17th', 'Easy', 'A', 'vs', '.', 'Devil', 'vs', '.', 'A', 'Woman', ',', 'A', 'Gun', ',', 'and', 'A', 'Noodleshop', 'http://ow.ly/193oCy']"
2375,"['RT', '@PHANTHANHstic', '""', 'Good', 'Morning', '!', 'Have', 'a', 'pleasant', 'and', 'happy', 'day', '!""']"
2376,"[""You'll"", 'come', 'back', 'when', 'they', 'call', 'you', '...', 'No', 'need', 'to', 'say', 'goodbye', '.']"
2377,"['RT', '@LilTwist', ':', 'RT', 'this', 'if', 'you', 'want', 'me', 'to', 'go', 'back', 'live', 'on', 'Ustream', 'later', 'tonight']"
2378,"['RT', '@itsJuliaHardy', '@WanderingRyu', 'I', 'noticed', 'a', 'Ryu', 'shaped', 'hole', 'in', 'the', 'show', '...', ';)', 'Def', 'tune', 'in', 'next', 'week', 'if', 'u', 'can', '.', 'XX']"
2379,"[""'RT"", '@ihatequotes', ':', 'For', 'anyone', 'having', 'a', 'bad', 'day', ',', 'just', 'remember', ':', '""', 'If', 'God', 'brings', 'you', 'to', 'it', ',', 'He', 'will', 'bring', 'you', 'through', 'it', '!""', '-@KimKardashian', '#i', ""...'""]"
2380,"['I', 'hate', 'when', 'people', 'ask', 'me', '&quot;', 'what', 'are', 'you', ',', 'like', 'your', 'race', '?&quot;', 'cuz', 'I', ""don't"", 'be', 'knowing', 'what', 'to', 'say', '.', 'I', 'just', 'say', ""I'm"", 'black', 'and', 'stuff', '.', 'lol']"
2381,"['There', 'is', 'like', 'no', 'mayo', 'on', 'this', 'sandwich', '!', 'Ugh', '....', 'next', 'time', 'Im', 'going', 'with', 'my', 'dad']"
2382,"['RT', '@ajc', ':', 'Today', ""'s"", 'the', '102nd', 'birthday', 'of', 'the', 'American', 'Professional', 'Football', 'Association', '(', 'we', 'call', 'it', 'the', 'NFL)', '.', 'First', 'draft', 'choice', ':', 'Brett', 'Favre', '.']"
2383,"['@BornThisWayBaby', 'thankk', 'yhuu', '#monsterlove', 'u', 'just', 'made', 'my', 'day', ':D']"
2384,"['@taqui_jade', 'lol', 'I', 'snapped', 'so', 'quick', 'too', 'lmao', 'some', 'people', 'just', 'piss', 'me', 'off', 'instantly', 'when', 'they', 'open', 'they', 'mouth', 'lol']"
